gid,gname,gsubname,gname2,gsubname2,gname3,gsubname3,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim
131475,Free Papua Movement (OPM-Organisasi Papua Merdeka),,,,,,0,,,0,50,0,1,7,"Posted to website, blog, etc.",,,,,,,
131476,Maoists,,,,,,0,,,0,-99,0,0,,,,,,,,,
131477,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131478,Taliban,,,,,,0,,,0,-99,0,0,,,,,,,,,
131479,Free Papua Movement (OPM-Organisasi Papua Merdeka),,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,
131480,Fulani extremists,,,,,,0,,,0,-99,3,0,,,,,,,,,
131481,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131482,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131483,Irish National Liberation Army (INLA),,,,,,0,,,0,-99,0,0,,,,,,,,,
131484,Ansar al-Sunna (Mozambique),,,,,,0,,,0,2,0,0,,,,,,,,,
131485,Maoists,,,,,,0,,,0,-99,0,0,,,,,,,,,
131486,Fulani extremists,,,,,,0,,,0,-99,0,0,,,,,,,,,
131487,New Peoples Army (NPA),Front 53,,,,,0,,,0,3,0,0,,,,,,,,,
131488,National Liberation Army of Colombia (ELN),,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
131489,Maoists,Bhairamgarh Area Committee,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131490,All (Baksa District) B.F.D.N Sangodan,,,,,,0,,,0,1,1,1,8,Personal claim,,,,,,,
131491,Unknown,,,,,,0,,,0,1,0,0,,,,,,,,,
131492,Al-Shabaab,,,,,,0,,,0,-99,0,0,,,,,,,,,
131493,Ansar al-Furqan,,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,
131494,Maoists,,,,,,0,,,0,6,0,1,5,Note left at scene,,,,,,,
131495,Paraguayan Peoples Army (EPP),,,,,,0,,,0,15,0,1,5,Note left at scene,,,,,,,
131496,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131497,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,1,0,,,,,,,,,
131498,Anger of Fezzan movement,,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
131499,National Liberation Army of Colombia (ELN),Heroes de Taraza Company,,,,,0,,,0,8,0,1,8,Personal claim,,,,,,,
131500,National Liberation Army of Colombia (ELN),Heroes de Taraza Company,,,,,0,,,0,-99,0,0,,,,,,,,,
131501,United National Liberation Front (UNLF),,,,,,0,,,0,-99,0,1,4,E-mail,,,,,,,
131502,Unknown,,,,,,0,,,0,-99,0,1,6,Video,,,,,,,
131503,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,0,,,0,-99,0,0,,,,,,,,,
131504,Hamas (Islamic Resistance Movement),,,,,,0,,,0,2,1,1,4,E-mail,,,,,,,
131505,Democratic Front for the Liberation of Rwanda (FDLR),,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
131506,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131507,Continuity Irish Republican Army (CIRA),,,,,,0,,,0,-99,0,1,10,Unknown,,,,,,,
131508,Anti-Fascist Activists,,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131509,Sham Liberation Army,,,,,,0,,,0,-99,0,0,,,,,,,,,
131510,Jihadi-inspired extremists,,,,,,0,,,1,1,0,1,6,Video,,,,,,,
131511,Al-Shabaab,,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
131512,New Peoples Army (NPA),,,,,,1,,,0,-99,0,0,,,,,,,,,
131513,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131514,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131515,New Peoples Army (NPA),,,,,,0,,,0,-99,3,0,,,,,,,,,
131516,Peoples Protection Units (YPG),Peoples Protection Units (YPG),Kurdistan Workers Party (PKK),,,,0,0,,0,-99,0,1,7,"Posted to website, blog, etc.",0,,,,,,
131517,Baloch Liberation Army (BLA),,Baloch Liberation Front (BLF),,Baloch Republican Guards (BRG),,0,0,0,0,-99,0,1,6,Video,1,6,Video,1,6,Video,0
131518,Unknown,,,,,,0,,,0,2,0,0,,,,,,,,,
131519,New Peoples Army (NPA),Guerrilla Front 55,,,,,0,,,0,2,0,0,,,,,,,,,
131520,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131521,Fulani extremists,,,,,,0,,,0,-99,0,0,,,,,,,,,
131522,Peoples Liberation Front of India,,,,,,0,,,0,100,0,1,5,Note left at scene,,,,,,,
131523,United Liberation Front of Assam (ULFA),,,,,,0,,,0,3,2,0,,,,,,,,,
131524,Kurdistan Workers Party (PKK),,,,,,0,,,0,-99,0,0,,,,,,,,,
131525,Wrath of Olives,,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,
131526,Tribesmen,,,,,,0,,,0,-99,0,0,,,,,,,,,
131527,Group of Popular Fighters,,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,
131528,Unknown,,,,,,0,,,0,5,0,1,8,Personal claim,,,,,,,
131529,Jihadi-inspired extremists,,,,,,0,,,1,-99,-99,1,6,Video,,,,,,,
131530,New Peoples Army (NPA),Revolutionary Proletarian Army - Alex Boncayo Brigade (RPA-ABB),Alex Boncayao Brigade (ABB),,,,0,1,,0,3,0,0,,,0,,,,,,
131531,New Peoples Army (NPA),Komiteng Rehiyon-Hilagang Sentral Luzon,,,,,0,,,0,3,0,0,,,,,,,,,
131532,New Peoples Army (NPA),Komiteng Rehiyon-Hilagang Sentral Luzon,,,,,0,,,0,15,0,0,,,,,,,,,
131533,Peoples Revolutionary Party of Kangleipak-Progressive (PREPAK-P),,,,,,1,,,0,-99,0,0,,,,,,,,,
131534,Free Syrian Army,Al-Izzah,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
131535,New Peoples Army (NPA),Front 30,,,,,0,,,0,50,0,1,8,Personal claim,,,,,,,
131536,Revolutionary Armed Forces of Colombia (FARC) dissidents,3rd Oswaldo Patino Front,,,,,0,,,0,-99,0,0,,,,,,,,,
131537,New Peoples Army (NPA),Special Partisan Unit,,,,,1,,,0,2,0,1,4,E-mail,,,,,,,
131538,Islamic State in the Greater Sahara (ISGS),,,,,,1,,,0,-99,0,0,,,,,,,,,
131539,Boko Haram,,,,,,0,,,0,2,2,1,8,Personal claim,,,,,,,
131540,South Sudan National Movement for Change (SSNMC-Unvuas),,Sudan Peoples Liberation Movement in Opposition (SPLM-IO),,National Salvation Front (NAS),,1,0,1,0,-99,0,0,,,0,,,0,,,
131541,White supremacists/nationalists,,,,,,0,,,0,1,0,1,8,Personal claim,,,,,,,
131542,Al-Qaida in the Arabian Peninsula (AQAP),Ansar Al-Sharia,,,,,0,,,0,-99,0,1,4,E-mail,,,,,,,
131543,Unknown,,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131544,Unknown,,,,,,0,,,0,21,-99,0,,,,,,,,,
131545,Unknown,,,,,,0,,,0,10,0,0,,,,,,,,,
131546,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
131547,Boko Haram,Al-Barnawi faction (Islamic State West Africa Province-ISWAP),,,,,0,,,0,100,0,1,7,"Posted to website, blog, etc.",,,,,,,
131548,Jihadi-inspired extremists,,,,,,0,,,1,1,1,1,5,Note left at scene,,,,,,,
131549,South Sudan National Movement for Change (SSNMC-Unvuas),,Sudan Peoples Liberation Movement in Opposition (SPLM-IO),,National Salvation Front (NAS),,1,0,1,0,-99,0,0,,,0,,,0,,,
131550,Unknown,,,,,,0,,,0,10,0,0,,,,,,,,,
131551,Muttahida Qami Movement (MQM),London,,,,,0,,,0,-99,-99,0,,,,,,,,,
131552,Paraguayan Peoples Army (EPP),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131553,Gaitanista Self-Defense Forces of Colombia (AGC),,Los Caparrapos,,,,0,0,,0,-99,0,0,,,0,,,,,,
131554,Separatists,,,,,,0,,,0,300,0,1,8,Personal claim,,,,,,,
131555,Arakan Army (AA),,,,,,1,,,0,-99,0,0,,,,,,,,,
131556,Taliban,,,,,,1,,,0,6,0,0,,,,,,,,,
131557,Savane Pistache gang,,,,,,0,,,0,-99,0,0,,,,,,,,,
131558,Al-Aqsa Martyrs Brigade,,,,,,0,,,0,-99,0,0,,,,,,,,,
131559,Barisan Revolusi Nasional (BRN),,,,,,0,,,0,-99,0,0,,,,,,,,,
131560,Taliban,,,,,,1,,,0,-99,0,1,2,Call (post-incident),,,,,,,
131561,New Peoples Army (NPA),Southern Mindanao Regional Command (SMRC),,,,,0,,,0,30,0,0,,,,,,,,,
131562,Al-Shabaab,,,,,,0,,,0,-99,0,0,,,,,,,,,
131563,Iconoclastic Sect,,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,
131564,Maoists,,,,,,1,,,0,10,0,0,,,,,,,,,
131565,Dissident Republicans,,,,,,0,,,0,-99,0,0,,,,,,,,,
131566,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131567,Shan State Army - South (SSA-S),,,,,,1,,,0,-99,0,0,,,,,,,,,
131568,Al-Shabaab,,,,,,0,,,0,-99,0,0,,,,,,,,,
131569,Bangsamoro Islamic Freedom Movement (BIFM),,Maute Group,,,,1,1,,0,1,0,0,,,0,,,,,,
131570,Separatists,,,,,,1,,,0,-99,0,0,,,,,,,,,
131571,Hizbul Mujahideen (HM),,,,,,0,,,0,3,3,0,,,,,,,,,
131572,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,25,0,1,5,Note left at scene,,,,,,,
131573,Anti-Government extremists,,,,,,0,,,0,5,2,1,8,Personal claim,,,,,,,
131574,Islamic State of Iraq and the Levant (ISIL),,,,,,0,,,0,-99,0,0,,,,,,,,,
131575,Boko Haram,Al-Barnawi faction (Islamic State West Africa Province-ISWAP),,,,,0,,,0,-99,0,1,4,E-mail,,,,,,,
131576,Kamwina Nsapu Militia,,,,,,0,,,0,6,0,0,,,,,,,,,
131577,Mujahidin Indonesia Timur (MIT),,,,,,0,,,0,12,0,0,,,,,,,,,
131578,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131579,Maute Group,,Bangsamoro Islamic Freedom Movement (BIFM),,,,0,0,,0,1,0,0,,,0,,,,,,
131580,Jihadi-inspired extremists,,,,,,0,,,1,1,1,1,8,Personal claim,,,,,,,
131581,Taliban,,,,,,0,,,0,-99,0,0,,,,,,,,,
131582,Arakan Army (AA),,,,,,0,,,0,30,0,1,8,Personal claim,,,,,,,
131583,Ansar al-Islam (Burkina Faso),,,,,,1,,,0,12,0,0,,,,,,,,,
131584,Fezzan Province of the Islamic State,,Al-Qaida in the Islamic Maghreb (AQIM),,,,0,0,,0,1,0,0,,,0,,,,,,
131585,Anti-Muslim extremists,,,,,,1,,,0,1,0,0,,,,,,,,,
131586,Unknown,,,,,,0,,,1,1,1,1,8,Personal claim,,,,,,,
131587,Dozo militia,,,,,,0,,,0,-99,7,0,,,,,,,,,
131588,Al-Shabaab,,,,,,0,,,0,-99,0,0,,,,,,,,,
131589,Al-Shabaab,,,,,,0,,,0,-99,0,0,,,,,,,,,
131590,Fezzan Province of the Islamic State,,,,,,0,,,0,1,0,0,,,,,,,,,
131591,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131592,Taliban,,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
131593,Anti-Immigrant extremists,,,,,,0,,,1,1,1,1,8,Personal claim,,,,,,,
131594,Taliban,,,,,,0,,,0,2,1,1,7,"Posted to website, blog, etc.",,,,,,,
131595,New Peoples Army (NPA),Mt. Cansermon Command,,,,,0,,,0,30,0,1,8,Personal claim,,,,,,,
131596,National Salvation Front (NAS),,,,,,0,,,0,-99,0,0,,,,,,,,,
131597,Islamic State of Iraq and the Levant (ISIL),Nineveh Province of the Islamic State,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,
131598,Rashtriya Swayamsevak Sangh,,,,,,0,,,0,1,0,0,,,,,,,,,
131599,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131600,Arakan Army (AA),,,,,,0,,,0,100,0,1,8,Personal claim,,,,,,,
131601,Arakan Army (AA),,,,,,0,,,0,50,0,1,8,Personal claim,,,,,,,
131602,Koluama Seven Brothers,,,,,,0,,,0,-99,0,1,4,E-mail,,,,,,,
131603,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131604,Unknown,,,,,,0,,,0,2,0,0,,,,,,,,,
131605,Kurdistan Workers Party (PKK),,,,,,0,,,0,8,0,0,,,,,,,,,
131606,Sinai Province of the Islamic State,,,,,,1,,,0,-99,0,0,,,,,,,,,
131607,Taliban,,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
131608,Islamic State of Iraq and the Levant (ISIL),Deir ez-Zor Province of the Islamic State,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
131609,Communist Party of India - Maoist (CPI-Maoist),Kandhamal-Kalahandi-Boudh-Nayagarh (KKBN) division,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131610,New Peoples Army (NPA),Special Partisan Unit,,,,,0,,,0,-99,0,0,,,,,,,,,
131611,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131612,Patriotic Youth Movement of the Gabonese Defence and Security Forces,,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
131613,Anti-Fascist Spring Bremen,,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,
131614,Barisan Revolusi Nasional (BRN),,,,,,0,,,0,-99,3,0,,,,,,,,,
131615,New Peoples Army (NPA),,,,,,0,,,0,20,2,1,8,Personal claim,,,,,,,
131616,Islamic State of Iraq and the Levant (ISIL),,,,,,0,,,0,1,0,1,7,"Posted to website, blog, etc.",,,,,,,
131617,Jaish-e-Mohammad (JeM),,Hizbul Mujahideen (HM),,,,0,0,,0,-99,0,0,,,0,,,,,,
131618,Unknown,,,,,,0,,,0,3,0,0,,,,,,,,,
131619,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131620,New Peoples Army (NPA),,,,,,0,,,0,5,0,1,8,Personal claim,,,,,,,
131621,Free Papua Movement (OPM-Organisasi Papua Merdeka),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131622,Barisan Revolusi Nasional (BRN),,,,,,1,,,0,8,0,0,,,,,,,,,
131623,New Peoples Army (NPA),,,,,,0,,,0,20,0,0,,,,,,,,,
131624,Houthi extremists (Ansar Allah),,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
131625,Asaib Ahl al-Haqq,,,,,,0,,,0,1,1,0,,,,,,,,,
131626,Jabha East Africa,,Al-Shabaab,,,,0,1,,0,2,0,1,7,"Posted to website, blog, etc.",0,,,,,,
131627,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131628,New Peoples Army (NPA),,,,,,0,,,0,10,0,0,,,,,,,,,
131629,National Liberation Army of Colombia (ELN),Northeastern War Front,Popular Liberation Army (EPL),,,,0,1,,0,-99,0,1,7,"Posted to website, blog, etc.",0,,,,,,
131630,Popular Liberation Army (EPL),Los Pelusos,,,,,1,,,0,-99,0,0,,,,,,,,,
131631,Jaish-e-Mohammad (JeM),,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
131632,Revolutionary Armed Forces of Colombia (FARC) dissidents,48th Pedro Martinez Front,,,,,0,,,0,2,1,0,,,,,,,,,
131633,Oromo Liberation Front,,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
131634,Unknown,,,,,,0,,,0,1,0,0,,,,,,,,,
131635,Unknown,,,,,,0,,,0,6,0,0,,,,,,,,,
131636,Arauco Malleco Coordinating Group (CAM) - Chile,,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131637,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,16,0,0,,,,,,,,,
131638,Taliban,,,,,,0,,,0,5,0,1,7,"Posted to website, blog, etc.",,,,,,,
131639,Jihadi-inspired extremists,,,,,,0,,,1,3,0,1,6,Video,,,,,,,
131640,Khorasan Chapter of the Islamic State,,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,
131641,Al-Shabaab,,,,,,0,,,0,5,0,1,4,E-mail,,,,,,,
131642,Islamic State in the Greater Sahara (ISGS),,,,,,0,,,0,12,0,1,7,"Posted to website, blog, etc.",,,,,,,
131643,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131644,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131645,The New Irish Republican Army,,,,,,0,,,0,-99,0,0,,,,,,,,,
131646,Islamic State of Iraq and the Levant (ISIL),Aleppo Province of the Islamic State,,,,,0,,,0,1,0,1,8,Personal claim,,,,,,,
131647,Arakan Rohingya Salvation Army (ARSA),,Arakan Army (AA),,,,0,1,,0,-99,0,0,,,0,,,,,,
131648,Pragatishil Tarai Mukti Morcha,,,,,,0,,,0,-99,0,1,2,Call (post-incident),,,,,,,
131649,Neo-Nazi extremists,,,,,,0,,,1,1,1,1,7,"Posted to website, blog, etc.",,,,,,,
131650,National Liberation Army of Colombia (ELN),Adonay Ardila Pinilla Front,,,,,0,,,0,1,0,1,4,E-mail,,,,,,,
131651,Sinai Province of the Islamic State,,,,,,0,,,0,7,0,1,7,"Posted to website, blog, etc.",,,,,,,
131652,Shiv Sena,,,,,,0,,,0,-99,0,0,,,,,,,,,
131653,Popular Resistance Committees in Daraa,,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,
131654,Barisan Revolusi Nasional (BRN),,,,,,0,,,0,-99,1,0,,,,,,,,,
131655,Ansar al-Islam (Burkina Faso),,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,0,0,,0,-99,0,0,,,0,,,,,,
131656,Al-Shabaab,,,,,,0,,,0,-99,0,0,,,,,,,,,
131657,Unknown,,,,,,0,,,0,1,1,1,8,Personal claim,,,,,,,
131658,Jaish-e-Mohammad (JeM),,Jammu and Kashmir Islamic Front,,,,0,0,,0,-99,0,1,4,E-mail,1,2,Call (post-incident),,,,1
131659,Taliban,,,,,,1,,,0,-99,0,0,,,,,,,,,
131660,Unknown,,,,,,0,,,1,1,1,1,8,Personal claim,,,,,,,
131661,Abu Sayyaf Group (ASG),,,,,,0,,,0,-99,0,0,,,,,,,,,
131662,The New Irish Republican Army,,,,,,0,,,0,4,4,1,10,Unknown,,,,,,,
131663,The New Irish Republican Army,,,,,,0,,,0,2,-99,1,10,Unknown,,,,,,,
131664,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),,,,,,0,,,0,-99,0,0,,,,,,,,,
131665,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,0,,,0,-99,0,1,4,E-mail,,,,,,,
131666,Abu Amarah Battalion,,,,,,0,,,0,-99,1,1,7,"Posted to website, blog, etc.",,,,,,,
131667,Taliban,,,,,,0,,,0,-99,0,0,,,,,,,,,
131668,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131669,"Return, Reclamation, Rehabilitation (3R)",,Fulani extremists,,,,0,0,,0,-99,0,0,,,0,,,,,,
131670,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131671,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,
131672,Islamic State of Iraq and the Levant (ISIL),Al Hasakah Province of the Islamic State,,,,,1,,,0,1,0,1,8,Personal claim,,,,,,,
131673,Right-wing extremists,,,,,,0,,,0,-99,-99,0,,,,,,,,,
131674,Lords Resistance Army (LRA),,,,,,0,,,0,-99,1,0,,,,,,,,,
131675,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131676,Unknown,,,,,,0,,,0,2,0,0,,,,,,,,,
131677,Derna Protection Force (DPF),,,,,,0,,,0,-99,0,0,,,,,,,,,
131678,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131679,Conspiracy theory extremists,,,,,,0,,,1,1,1,0,,,,,,,,,
131680,Revolutionary Armed Forces of Colombia (FARC) dissidents,,,,,,0,,,0,-99,0,0,,,,,,,,,
131681,Arakan Rohingya Salvation Army (ARSA),,Arakan Army (AA),,,,0,0,,0,40,0,0,,,0,,,,,,
131682,Islamic State of Iraq and the Levant (ISIL),,,,,,0,,,0,-99,21,1,7,"Posted to website, blog, etc.",,,,,,,
131683,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131684,Peoples Protection Units (YPG),,,,,,0,,,0,-99,1,0,,,,,,,,,
131685,Houthi extremists (Ansar Allah),,,,,,0,,,0,-99,-99,0,,,,,,,,,
131686,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,0,,,0,-99,0,1,10,Unknown,,,,,,,
131687,New Peoples Army (NPA),Northeastern Mindanao Regional Command,,,,,0,,,0,-99,0,1,2,Call (post-incident),,,,,,,
131688,Jaish-e-Mohammad (JeM),,,,,,0,,,0,-99,0,1,4,E-mail,,,,,,,
131689,Jaish-e-Mohammad (JeM),,,,,,0,,,0,3,3,1,4,E-mail,,,,,,,
131690,Arab Liberation of Al-Ahvaz,,,,,,0,,,0,-99,0,1,10,Unknown,,,,,,,
131691,Peoples Revolutionary Party of Kangleipak (PREPAK),,,,,,0,,,0,-99,0,1,4,E-mail,,,,,,,
131692,Mapuche extremists,,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131693,Islamic State of Iraq and the Levant (ISIL),,Abu Sayyaf Group (ASG),Ajang-Ajang Group,Jamaah Ansharut Daulah,,1,0,0,0,1,0,1,7,"Posted to website, blog, etc.",0,,,0,,,
131694,Muslim extremists,,,,,,0,,,0,10,0,0,,,,,,,,,
131695,Jabha East Africa,,Al-Shabaab,,,,0,0,,0,1,1,1,7,"Posted to website, blog, etc.",0,,,,,,
131696,Islamic State of Iraq and the Levant (ISIL),Nineveh Province of the Islamic State,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,
131697,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,40,0,1,5,Note left at scene,,,,,,,
131698,Houthi extremists (Ansar Allah),,Al-Qaida in the Arabian Peninsula (AQAP),,Islamic State of Iraq and the Levant (ISIL),,0,1,1,0,-99,0,0,,,0,,,0,,,
131699,Boko Haram,Shekau faction,,,,,0,,,0,-99,0,1,2,Call (post-incident),,,,,,,
131700,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131701,Anti-Semitic extremists,,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131702,Tehrik-i-Taliban Pakistan (TTP),,,,,,0,,,0,3,0,1,10,Unknown,,,,,,,
131703,New Peoples Army (NPA),,,,,,0,,,0,-99,0,0,,,,,,,,,
131704,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131705,Anarchists,,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,
131706,Islamic State of Iraq and the Levant (ISIL),,,,,,1,,,0,2,0,0,,,,,,,,,
131707,Unknown,,,,,,0,,,0,6,2,0,,,,,,,,,
131708,Maoists,,,,,,0,,,0,-99,0,0,,,,,,,,,
131709,Hizbul Mujahideen (HM),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131710,Alliance of Patriots for a Free and Sovereign Congo (APCLS),,Nduma Defense of Congo (NDC),,Nyatura Militia,,0,0,0,0,-99,0,0,,,0,,,0,,,
131711,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131712,Maoists,,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131713,Narco-Terrorists,,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131714,National Salvation Front (NAS),,,,,,1,,,0,-99,0,0,,,,,,,,,
131715,Houthi extremists (Ansar Allah),,,,,,0,,,0,-99,0,0,,,,,,,,,
131716,Sindhu Desh Liberation Army (SDLA),,,,,,0,,,0,-99,0,0,,,,,,,,,
131717,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131718,Jaish al-Adl,,,,,,0,,,0,2,0,1,7,"Posted to website, blog, etc.",,,,,,,
131719,Popular Mobilization Forces (Iraq),,,,,,1,,,0,1,0,1,5,Note left at scene,,,,,,,
131720,Nepali Congress Party (NC),Nepal Student Union (NSU),,,,,0,,,0,-99,0,0,,,,,,,,,
131721,New Peoples Army (NPA),Front 71,,,,,0,,,0,10,0,0,,,,,,,,,
131722,Revolutionary Armed Forces of Colombia (FARC) dissidents,1st Armando Rios Front,National Liberation Army of Colombia (ELN),,,,0,0,,0,1,1,1,8,Personal claim,0,,,,,,
131723,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,Ansar al-Islam (Burkina Faso),,,,1,1,,0,-99,0,0,,,0,,,,,,
131724,Peoples Liberation Front of India,,,,,,0,,,0,15,2,0,,,,,,,,,
131725,Arakan Army (AA),,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
131726,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131727,Separatists,,,,,,0,,,0,-99,0,0,,,,,,,,,
131728,Al-Shabaab,,,,,,0,,,0,-99,0,1,10,Unknown,,,,,,,
131729,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
131730,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,10,0,1,5,Note left at scene,,,,,,,
131731,Boko Haram,,,,,,0,,,0,-99,0,0,,,,,,,,,
131732,Unknown,,,,,,0,,,0,1,0,0,,,,,,,,,
131733,Bangsamoro Islamic Freedom Movement (BIFM),,,,,,0,,,0,2,0,0,,,,,,,,,
131734,Bangsamoro Islamic Freedom Movement (BIFM),,,,,,0,,,0,-99,0,0,,,,,,,,,
131735,Revolutionary Armed Forces of Colombia (FARC) dissidents,,,,,,0,,,0,8,8,0,,,,,,,,,
131736,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,Islamic State in the Greater Sahara (ISGS),,,,1,1,,0,-99,0,0,,,0,,,,,,
131737,Palestinian Islamic Jihad (PIJ),,,,,,0,,,0,-99,0,0,,,,,,,,,
131738,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,Islamic State in the Greater Sahara (ISGS),,,,1,1,,0,50,0,0,,,0,,,,,,
131739,Ansar al-Islam (Burkina Faso),,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,1,1,,0,-99,0,0,,,0,,,,,,
131740,Maoists,,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
131741,Al-Shabaab,,,,,,0,,,0,-99,0,0,,,,,,,,,
131742,United National Liberation Front (UNLF),Manipur Peoples Army (MPA),,,,,0,,,0,2,0,1,10,Unknown,,,,,,,
131743,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),,,,,,0,,,0,-99,0,1,10,Unknown,,,,,,,
131744,New Peoples Army (NPA),,,,,,0,,,0,-99,0,0,,,,,,,,,
131745,New Peoples Army (NPA),,,,,,0,,,0,2,2,1,8,Personal claim,,,,,,,
131746,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,0,,,0,1,0,1,10,Unknown,,,,,,,
