gid,weaponid,attackid
100418,30035,3
107137,10023,2
118871,30036,3
107138,10023,2
107143,10023,2
122620,30037,2
107145,10023,2
100418,30038,3
107167,10023,2
118871,30039,3
100418,30040,3
107169,10023,1
128435,30041,5
107178,10023,6
118871,30042,3
128440,30043,3
107187,10023,2
128447,30044,1
107188,10023,2
107193,10023,1
107193,10023,2
107196,10023,2
107197,10023,2
107199,10023,6
107201,10023,2
107203,10023,2
107204,10023,2
107212,10023,2
128450,30045,6
107216,10023,2
104443,10023,2
121101,30046,3
121101,23435,3
107217,10023,2
107230,10023,2
107231,10023,6
118871,30047,3
107233,10023,2
118358,30048,3
107234,10023,2
107235,10023,6
107238,10023,2
128468,30049,3
107245,10023,6
100419,30050,2
128470,30051,8
107250,10023,2
100418,30052,3
107254,10023,2
128476,30053,2
107256,10023,6
100418,30054,6
128481,30055,3
128482,30056,3
128482,12546,3
128483,30057,3
107257,10023,2
100418,30058,3
107277,10023,2
107279,10023,2
107283,10023,2
100418,30059,3
105908,10023,1
107295,10023,2
128487,30060,2
100418,30060,2
104443,30061,3
123434,30062,5
107296,10023,2
107297,10023,2
107298,10023,2
107301,10023,1
107301,23478,3
107302,10023,2
118358,30063,3
107323,10023,1
107342,10023,2
107343,10023,2
107353,10023,2
107354,10023,6
107359,10023,6
105715,10023,3
107362,10023,2
107362,30064,1
100418,30065,3
107072,10023,1
128501,30066,3
107364,10023,2
107369,10023,6
107370,10023,2
107380,10023,6
107380,30067,3
128505,30068,3
124686,30069,3
100418,30070,3
107405,10023,2
100418,30071,3
128514,30072,5
128514,30073,5
128510,30074,2
116179,30075,3
107400,10023,6
118358,30076,3
118358,30077,7
107407,10023,2
100418,30078,3
100418,30079,3
118358,30079,3
107411,10023,2
107414,10023,2
107415,10023,2
118871,30079,3
107416,10023,2
107416,23520,3
100418,30080,3
107422,10023,2
107423,10023,2
120704,30081,3
120704,23520,3
128528,30082,3
107435,10023,2
107440,10023,1
107459,10023,1
107459,23520,3
107462,10023,1
120278,30083,3
120278,23520,3
122283,30084,7
107464,10023,2
107464,23520,3
107469,10023,2
107475,10023,6
107477,10023,1
128538,30085,8
101861,30086,3
115966,30087,3
115966,23520,3
118871,30088,3
118871,23520,3
128541,30089,3
128541,23522,3
107479,10023,2
107483,10023,2
106990,10023,1
107485,10023,1
107485,10023,6
128544,30090,2
128545,30091,3
116671,30092,3
116671,23522,3
107496,10023,2
128546,30093,3
107499,10023,1
107499,23522,3
105769,10023,7
109778,30094,3
128547,30095,6
100418,30096,3
128548,30097,2
116402,30098,3
107510,10023,2
107512,10023,2
107520,10023,2
106103,10023,2
128550,30099,1
128550,30100,2
128550,10023,1
128563,30101,2
106509,10023,1
107546,10023,1
107547,10023,2
128482,30102,3
107552,10023,6
106322,10023,1
118887,30103,3
120304,30104,3
128564,30105,3
106358,10023,2
118358,30106,3
100418,30107,3
101844,30108,1
128573,30109,8
128573,30110,3
100418,30111,3
115905,30112,3
116526,30113,3
100418,30114,3
107555,10023,2
105946,10023,6
116179,30115,6
107571,10023,2
107581,10023,2
107588,10023,2
116189,10023,2
107589,10023,1
107646,10023,2
128865,30115,3
100418,30116,3
107651,10023,6
100418,30117,3
100418,30118,3
105759,10023,1
105759,12546,3
107671,10023,6
124841,30119,3
107688,10023,6
107693,10023,2
107697,10023,2
107697,17920,2
128606,30120,8
100418,30121,3
107702,10023,5
118358,30122,3
102391,30123,6
118871,30124,3
100418,30125,3
127157,30126,2
128612,30127,2
128612,30128,2
118871,30129,3
100418,30130,3
127827,30131,6
128621,30132,5
100418,30133,3
102891,30134,1
118871,30135,3
100418,30136,3
128637,30137,3
128638,30138,2
128642,30139,2
116526,30140,3
128645,30141,6
100418,30142,3
100418,30143,3
111130,30144,1
128653,30145,2
105914,10023,7
128656,30146,5
107768,10023,6
107771,10023,6
107773,10023,2
101861,30147,3
101861,30148,3
126328,30149,6
118887,30149,2
128659,30150,6
100418,30150,2
100418,30151,3
107775,10023,2
128663,30152,3
100418,30152,3
107796,10023,1
107798,10023,2
121750,30153,7
128665,30154,1
107799,10023,1
107800,10023,6
107813,10023,2
107813,10023,4
128635,30155,3
107820,10023,2
100418,30156,3
107822,10023,1
106484,10023,1
116219,30157,3
107825,10023,2
128677,30158,3
107833,10023,1
128678,30159,3
118871,30160,3
107836,10023,2
107836,20309,2
100418,30161,3
128682,30162,3
124473,30163,3
107842,10023,2
125339,30164,3
121879,30165,3
107844,10023,2
107851,10023,6
100418,30166,3
118871,30167,3
122199,30167,3
128544,30168,2
107852,10023,6
107853,10023,2
107855,10023,6
100418,30169,1
107858,10023,1
128696,30170,7
107859,10023,1
100418,30171,2
107860,10023,2
128697,30172,2
128697,12543,2
128699,30173,2
100418,30174,3
107865,10023,7
107866,10023,7
107867,10023,7
115963,30175,6
100418,30176,3
100418,30177,3
100418,30178,3
107868,10023,1
128711,30179,3
128713,30180,2
106187,10023,7
107872,10023,6
107873,10023,7
123776,10023,2
107879,10023,2
107879,18221,1
100418,30181,3
123138,30182,3
128715,30183,2
117210,30184,3
118358,30185,3
118358,30186,3
118358,22789,3
107880,10023,2
124841,30186,3
107878,10023,6
118358,30187,3
128717,30188,6
107886,10023,6
107890,10023,2
107891,10023,2
107893,10023,2
127287,30189,3
107900,10023,7
118871,30190,3
118871,21002,2
107820,10023,4
122590,10023,6
118871,30191,3
107907,10023,6
107908,10023,7
105982,10023,7
100418,30192,3
107917,10023,2
128734,30193,2
128735,30193,1
100418,30194,3
107919,10023,7
107921,10023,7
107922,10023,2
116041,30195,3
107923,10023,7
107924,10023,2
107926,10023,2
116563,30195,3
121771,30195,3
115911,30195,3
100418,30196,3
107932,10023,7
128745,30197,3
126190,30198,3
105733,10023,7
107934,10023,2
107935,10023,2
107941,10023,2
107945,10023,2
107948,10023,2
100418,30199,3
106322,10023,6
107950,10023,2
107751,10023,2
101984,30200,2
101984,23882,2
106272,10023,6
128757,30201,2
126571,30202,3
107958,10023,2
118756,30203,3
100418,30204,1
100418,30205,3
100418,30206,3
107846,10023,7
116526,30207,2
107960,10023,2
107960,30208,3
107962,10023,1
107962,15703,3
107963,10023,2
106304,10023,7
106304,23882,2
105939,10023,7
115907,30209,3
107968,10023,2
107970,10023,6
101861,30210,3
101861,23882,2
107979,10023,2
107979,23884,3
100418,30211,1
128776,30212,3
126156,30213,3
107980,10023,7
128777,30214,3
126190,30215,3
107982,10023,2
107982,30216,8
106244,10023,6
107983,10023,7
128789,30217,3
108002,10023,2
108016,10023,2
124841,30217,3
118887,30217,3
101984,30218,1
108017,10023,2
108018,10023,1
108018,30219,7
108018,23884,3
106233,10023,2
120169,30220,3
108028,10023,2
108029,10023,1
108030,10023,2
128795,30221,7
108031,10023,1
108080,10023,6
108081,10023,2
128796,30222,3
128796,30223,3
108084,10023,6
100418,30224,3
101844,30225,3
115963,30226,6
129138,30226,5
129187,30226,6
117009,30226,2
100418,30227,8
108088,10023,2
120304,30228,1
108099,10023,2
108099,10023,6
108099,30229,6
109778,30230,3
111130,30231,2
108111,10023,2
128821,30232,3
116954,30233,3
100418,30234,3
100418,30235,8
108125,10023,1
108126,10023,2
106068,10023,2
106068,30236,3
100418,30237,1
124339,30238,2
128831,30239,6
108138,10023,2
118871,30240,3
108140,10023,2
108146,10023,2
108149,10023,6
108160,10023,2
116269,30241,3
108161,10023,1
108183,10023,2
108193,10023,2
118887,30242,1
100418,30242,1
108195,10023,2
108197,10023,2
108199,10023,2
118887,30242,3
124013,30243,3
128847,30244,3
121716,30245,2
108206,10023,6
116526,30246,3
120238,30247,6
106908,10023,2
119310,10023,6
115939,10023,1
118914,30248,8
108208,10023,2
100418,30249,3
100418,30250,3
108209,10023,2
108210,10023,2
100418,30251,3
108216,10023,2
108217,10023,6
127780,30252,3
100418,30253,3
100418,30254,3
124841,30255,3
119000,30256,3
108243,10023,2
108165,10023,2
128872,30257,3
108250,10023,2
116195,30258,3
106043,10023,2
108253,10023,2
118871,30259,2
125164,30260,8
100418,30261,3
116179,30261,3
108257,10023,2
106856,10023,2
108261,10023,6
108264,10023,2
108266,10023,6
108270,10023,2
108276,10023,6
131778,30261,3
108278,10023,1
131801,30261,3
121508,30262,2
127004,30263,3
108283,10023,2
108298,10023,2
108304,10023,2
108304,10023,6
108311,10023,2
123892,30264,3
122662,30264,3
108332,10023,1
119008,30265,3
119008,12543,2
119008,30265,1
108334,10023,2
130092,30265,3
128885,30266,3
108342,10023,2
128886,30267,6
108345,10023,2
108349,10023,2
108361,10023,6
128887,30268,3
128887,14736,7
108362,10023,2
108363,10023,2
108370,10023,6
119000,30269,2
108372,10023,2
108387,10023,2
108396,10023,2
118871,30270,3
108403,10023,6
108405,10023,6
108409,10023,2
108414,10023,2
108415,10023,2
116904,30271,3
108417,10023,1
116054,30271,3
118887,30272,3
108424,10023,2
108426,10023,1
128892,30273,3
108427,10023,2
108427,10006,3
108203,10023,1
108436,10023,2
108165,10023,6
108450,10023,2
108450,10023,1
128893,30274,3
108459,10023,2
108459,10006,3
124078,30275,8
124078,30276,4
116179,30277,2
128894,30278,3
128899,30279,2
128904,30280,2
108461,10023,6
108462,10023,2
108463,10023,6
108201,10023,6
108465,10023,2
108435,10023,2
108470,10023,6
100418,30281,3
100418,30282,3
128911,30283,3
115930,30284,2
108203,10023,6
128918,30285,3
124902,10023,2
108474,10023,6
108477,10023,2
107390,10023,1
108479,10023,1
108482,10023,2
100418,30286,3
115930,30287,3
128924,30288,2
128926,30289,3
128926,30290,2
101844,30291,1
118871,30292,3
118871,23884,3
108484,10023,2
108488,10023,2
100418,30293,3
108495,10023,2
100418,30294,3
100418,30295,3
100418,30296,3
108497,10023,2
128949,30297,4
126649,30298,3
128956,30299,3
128957,30300,3
108500,10023,2
118358,30301,3
115907,30302,3
105878,10023,2
108508,10023,2
108508,23884,3
108512,10023,2
108514,10023,2
108299,10023,2
108523,10023,2
108524,10023,2
108528,10023,1
115907,30303,6
108529,10023,2
108531,10023,2
105804,10023,2
106246,10023,6
108539,10023,6
108540,10023,2
108546,10023,2
128967,30304,8
100418,30305,3
108547,10023,6
108547,10023,1
108553,10023,1
108554,10023,1
108555,10023,2
128972,30306,2
116305,30307,2
100418,30308,3
126649,30309,3
116529,30310,3
102391,30311,2
115084,30312,3
100418,30313,3
124841,30314,3
100418,30315,3
100418,30316,3
100418,23806,3
108559,10023,2
108566,10023,2
108567,10023,1
101861,30317,3
110459,10023,2
115963,30318,6
123883,30319,3
123883,23898,3
122671,30319,3
108573,10023,6
108574,10023,1
121879,30319,3
120117,30319,3
120117,21750,3
108579,10023,1
108585,10023,1
108586,10023,2
108602,10023,2
108603,10023,2
108603,22836,3
108606,10023,2
108607,10023,1
108619,10023,2
115084,30320,3
108620,10023,2
100418,22459,1
128998,30321,1
129000,30322,2
129011,30323,3
129011,30324,1
108622,10023,1
108624,10023,6
115963,30325,6
106234,10023,2
107959,10023,2
129943,30325,6
108647,10023,1
108648,10023,1
108655,10023,2
108666,10023,6
108708,10023,2
108711,10023,2
100418,30325,2
108723,10023,2
108724,10023,1
108724,18392,8
108726,10023,1
130568,30325,6
108728,10023,1
108728,23998,3
108728,12546,3
108733,10023,2
117919,30326,2
129010,30327,6
116526,30328,3
108734,10023,3
108737,10023,1
108738,10023,1
108740,10023,6
108743,10023,7
108128,10023,1
108744,10023,2
108749,10023,2
108759,10023,1
108759,24037,2
108762,10023,2
108762,24037,2
108762,10023,6
108769,10023,6
107975,10023,1
108475,10023,2
106453,10023,1
106912,10023,2
129020,30329,1
105799,10023,1
105799,30330,8
108783,10023,2
116526,30331,1
108784,10023,2
107046,10023,6
108785,10023,2
108788,10023,2
107242,10023,2
108802,10023,1
108809,10023,6
115963,30332,3
115978,30333,3
116195,30333,3
108841,10023,2
123758,30334,3
123758,24199,3
129039,30335,3
100418,30336,3
108103,10023,2
106813,10023,2
129044,30337,3
129050,30338,3
129051,30339,3
115084,30340,3
129057,30341,8
120704,30342,3
100418,30344,3
108844,10023,2
100418,30346,3
100418,30347,3
121800,10023,2
121800,30348,1
100418,30349,1
129075,30350,3
128430,30351,3
129083,30352,3
129084,30353,3
100418,30354,3
129086,30355,3
100418,30356,3
100418,30357,3
100418,30358,3
100418,30359,5
106808,10023,2
129097,30360,3
108895,10023,2
108898,10023,1
129103,30361,8
129105,30362,1
129107,30363,7
108899,10023,6
108907,10023,2
129109,30364,3
129111,30365,3
100418,30366,3
108909,10023,2
101844,30367,8
100418,30367,8
100418,30368,3
129124,30369,3
100418,30370,3
100418,30371,3
116651,30372,3
108915,10023,2
115911,30372,3
108094,10023,6
115901,30372,3
108926,10023,6
118358,30373,3
129134,30374,2
106386,10023,2
129135,30375,3
108933,10023,2
100418,30376,3
100418,30377,3
129145,30378,7
107115,10023,2
129150,30379,3
101844,30380,3
108969,10023,1
108974,10023,2
100418,30381,2
115084,30382,3
115907,30383,3
121412,30383,3
129155,30384,2
108975,10023,2
129155,30385,8
108976,10023,6
108977,10023,2
108978,10023,1
108983,10023,2
129159,30386,3
108992,10023,1
108997,10023,2
100418,30387,3
109004,10023,1
109008,10023,2
109009,10023,2
109010,10023,2
109010,10006,3
106550,10023,2
109014,10023,6
109015,10023,2
129162,30388,2
109017,10023,2
129164,30389,3
100418,30390,3
109020,10023,2
116636,30391,2
129178,30392,6
129179,30392,8
109022,10023,2
109024,10023,1
115084,30393,3
126735,30394,2
126735,30395,3
100418,30396,3
100418,30397,1
100418,30398,3
100418,30399,2
117585,10023,6
129186,30400,2
109036,10023,2
118833,30400,2
117220,30400,2
109042,10023,2
109057,10023,2
109058,10023,2
109063,10023,2
109065,10023,1
117009,30400,2
108674,10023,2
109078,10023,6
121837,10023,2
109082,10023,2
109083,10023,6
109086,10023,2
116198,30401,6
109091,10023,6
106283,10023,2
109111,10023,1
109111,30402,3
105939,10023,6
116179,30402,3
109150,10023,2
109152,10023,2
129192,30403,3
109146,10023,2
109175,10023,1
109202,10023,2
129194,30404,3
121838,10023,6
121838,30405,6
109203,10023,6
109204,10023,2
118230,30406,2
109205,10023,2
109218,10023,6
109220,10023,2
101861,30407,2
129203,30408,2
108023,10023,7
109228,10023,2
109231,10023,2
109247,10023,6
129209,30409,2
129210,30410,2
129210,24436,3
109255,10023,2
100418,30411,3
109259,10023,2
109260,10023,2
100418,30412,3
100418,30413,3
109269,10023,2
109269,24492,1
109269,24523,7
109270,10023,2
109271,10023,2
132910,30413,3
107896,10023,3
109276,10023,6
108929,10023,1
109283,10023,2
115978,30414,3
106208,10023,1
132405,30414,3
109284,10023,6
106558,10023,1
106558,10023,2
109291,10023,1
109296,10023,6
105773,10023,1
129223,30415,2
124841,30416,3
109301,10023,2
109308,10023,6
109315,10023,6
115963,30417,3
121696,30418,3
109316,10023,1
132182,30418,3
118871,30419,3
105948,10023,1
105778,10023,1
115963,30420,3
109332,10023,2
109332,24541,3
109333,10023,1
109335,10023,6
118907,30420,2
109336,10023,2
107528,10023,2
106815,10023,2
129229,30421,8
109346,10023,6
105797,10023,6
109352,10023,6
109352,24541,3
129234,30422,2
129234,30423,3
109365,10023,1
109373,10023,2
124968,30424,3
109374,10023,2
109376,10023,2
129240,30425,2
129240,10006,3
109379,10023,6
109380,10023,2
109398,10023,6
106658,10023,2
115966,30426,3
109407,10023,6
109415,10023,2
109424,10023,6
109424,10023,1
109428,10023,2
109432,10023,2
109143,10023,2
105745,10023,6
128469,30427,3
128469,21773,3
109459,10023,2
109464,10023,1
116105,30428,3
109470,10023,1
109470,10020,6
108279,10023,2
108279,30429,3
109476,10023,1
129250,30430,7
109480,10023,1
129251,30431,1
109485,10023,6
109485,13388,3
109486,10023,2
109487,10023,6
109488,10023,2
108702,10023,1
109364,10023,1
109364,10006,3
109499,10023,2
109499,10006,3
100418,30432,3
100418,30433,3
109254,10023,2
109504,10023,6
109516,10023,2
115901,30434,3
100418,30435,3
119145,30436,3
109778,30437,3
109530,10023,1
102470,30438,7
109533,10023,2
109534,10023,2
127287,30439,3
109535,10023,2
108435,10023,1
109538,10023,2
109541,10023,2
109543,10023,2
117064,30440,3
100418,30441,3
100418,30442,3
116526,30443,2
109545,10023,2
109553,10023,2
109554,10023,2
106571,10023,1
100418,30444,3
109560,10023,2
101984,30445,8
109561,10023,2
129278,30446,2
109566,10023,6
109251,10023,2
109586,10023,1
109586,24574,2
109588,10023,2
109589,10023,2
100418,30447,3
109600,10023,2
100418,30448,3
105780,10023,1
109601,10023,2
109602,10023,6
129283,30449,2
109606,10023,6
109611,10023,2
109614,10023,2
106920,10023,6
129284,30450,2
129284,24627,3
129284,30451,3
115978,30452,6
109624,10023,1
129291,30453,3
100418,30454,3
118871,30455,3
109625,10023,2
129294,30456,7
109631,10023,2
100418,30457,1
129302,30458,7
125046,30459,7
109637,10023,2
109640,10023,1
102049,30460,2
109644,10023,2
100418,30461,1
100418,30462,3
109659,10023,6
118871,30463,3
117615,10023,2
109661,10023,6
109662,10023,6
100418,30465,3
109663,10023,1
100418,30466,3
115084,30467,3
109667,10023,1
109670,10023,2
109670,24741,3
123247,30468,2
116952,30469,3
116952,30470,3
123166,30471,2
109671,10023,2
109671,14630,3
109674,10023,2
109678,10023,6
115963,30472,3
100418,30473,3
100418,24741,3
100418,30474,3
109680,10023,6
100418,30475,3
116560,30476,3
109687,10023,1
129324,30477,8
109648,10023,1
100418,30478,3
129328,30479,3
100652,10023,6
109426,10023,6
109713,10023,1
124071,30480,3
100418,30481,3
100418,30482,3
129335,30483,7
100418,30484,3
109716,10023,2
109718,10023,1
109591,10023,1
115963,30485,7
109729,10023,6
109737,10023,2
109426,10023,2
109746,10023,2
109256,10023,2
129338,30486,8
100418,30487,3
118887,30488,3
109750,10023,2
105942,10023,1
109752,10023,2
109756,10023,6
109762,10023,2
129341,30489,3
109477,10023,6
109012,10023,6
109770,10023,1
109773,10023,1
107914,10023,1
129343,30490,6
109785,10023,1
129344,30491,3
109789,10023,2
109795,10023,2
109797,10023,6
109799,10023,2
109805,10023,2
109807,10023,2
115963,30492,2
115963,15575,3
115963,30492,6
100418,30493,3
100418,30494,2
109815,10023,6
129356,30495,3
109818,10023,6
109821,10023,6
100418,30496,3
109823,10023,2
129365,30497,3
106144,10023,2
118412,30498,3
109827,10023,1
102391,10023,6
100418,30499,3
105838,10023,1
100418,30500,2
109829,10023,2
127287,30501,1
129371,30502,3
129371,25061,3
100418,30503,3
129376,30504,3
129376,10023,6
109834,10023,2
129045,30505,2
109836,10023,2
116195,30506,2
109837,10023,2
109838,10023,6
104053,10023,2
104053,30507,6
105863,10023,6
109853,10023,2
109854,10023,2
109856,10023,2
109865,10023,1
129390,30508,3
109664,10023,2
100418,30509,3
118871,30510,3
109871,10023,1
109873,10023,2
100418,30511,3
129403,30512,7
109885,10023,2
109886,10023,2
116195,30513,2
100418,30514,1
100418,25115,7
109887,10023,2
100418,30515,3
100418,30516,3
109892,10023,2
115907,30517,3
109895,10023,2
109898,10023,2
109899,10023,2
109906,10023,6
109906,25192,2
109909,10023,7
109924,10023,2
100418,30518,3
129409,30519,3
116840,30520,3
108914,10023,2
100418,30521,3
109937,10023,2
109939,10023,1
109940,10023,2
109941,10023,2
109948,10023,2
109215,10023,1
109959,10023,2
109966,10023,1
109969,10023,2
109975,10023,2
101861,30522,3
100418,30523,3
109980,10023,6
117233,30524,3
124473,30525,3
110027,10023,2
129426,30526,3
110029,10023,2
109340,10023,1
110040,10023,1
100418,30527,3
100418,30528,3
129435,30529,3
131734,30529,3
121101,30530,3
123387,10023,1
110042,10023,2
110050,10023,2
110050,30531,3
129444,30532,3
129444,10023,1
129444,23882,2
129448,30533,3
129448,15575,3
116560,30534,2
110053,10023,1
100418,30535,3
102891,30536,2
102891,30537,3
117010,30538,3
110058,10023,6
110058,30539,3
108440,10023,2
110066,10023,2
100418,30540,3
110067,10023,6
110070,10023,1
110071,10023,2
106100,10023,2
110079,10023,2
110081,10023,2
129465,30541,1
100418,30542,3
106108,10023,2
100418,30543,3
129467,30544,3
100418,30545,3
100418,30546,1
125506,30547,1
125506,30548,3
129475,30549,2
118871,30550,3
110084,10023,6
129478,30551,3
106831,10023,6
110087,10023,2
129423,30552,3
102470,30553,2
110089,10023,6
106453,10023,6
129491,30554,3
100418,30554,3
118887,30555,3
108888,10023,2
110092,10023,6
110093,10023,6
110094,10023,2
109778,30556,3
110096,10023,6
110097,10023,6
129501,30557,1
110102,10023,2
110107,10023,2
100418,30558,3
110109,10023,6
110110,10023,2
109765,10023,2
100418,30559,3
129513,30560,8
105745,10023,7
125548,30561,3
101861,30562,2
110111,10023,6
115084,30563,3
110112,10023,6
110123,10023,2
110124,10023,2
129533,30564,3
100418,30565,3
110127,10023,2
110132,10023,1
129187,30566,2
129187,30567,2
110136,10023,6
100418,30568,3
129539,30569,3
105942,10023,6
105942,30570,2
105942,21089,2
122035,10023,2
110139,10023,2
129544,30571,1
131204,30571,2
100418,30572,1
109248,10023,2
107866,10023,6
110163,10023,7
119783,30573,3
107582,10023,7
110168,10023,2
110177,10023,2
121310,30574,2
121310,14630,3
110178,10023,1
110178,30575,2
109778,30576,3
110183,10023,2
110184,10023,2
129553,30577,3
110186,10023,2
110189,10023,1
110189,14736,7
110194,10023,6
110198,10023,1
110198,30578,1
120198,30579,2
116402,30580,3
129564,30581,2
110199,10023,2
129552,30582,1
100418,30583,3
129574,30584,3
129541,30585,3
124137,30585,3
129576,30586,2
110202,10023,1
110205,10023,2
100418,30587,3
100418,30588,3
110208,10023,1
100418,30589,3
118871,30590,3
110212,10023,1
110213,10023,1
110214,10023,2
101861,30591,3
129552,30592,3
129552,30593,7
110216,10023,1
115966,30594,2
110219,10023,4
110222,10023,1
110222,30595,2
110225,10023,6
110226,10023,2
110227,10023,1
110229,10023,1
129587,30596,3
100418,30597,1
115966,30598,3
100418,30599,3
110231,10023,2
110232,10023,1
110234,10023,2
110236,10023,1
129598,30600,2
110242,10023,2
129599,30601,2
128547,30602,3
110249,10023,2
110249,14632,3
115907,30603,6
100418,30604,3
110251,10023,2
110251,30605,3
115974,30606,3
110252,10023,2
129612,30607,2
129613,30608,5
110257,10023,2
110264,10023,2
100418,30609,3
100418,20382,3
129614,30610,3
129614,10023,1
109630,10023,2
100418,30611,3
110265,10023,2
110269,10023,2
110270,10023,2
100418,30612,3
110272,10023,2
100418,30613,3
110274,10023,2
129617,30614,3
101861,30615,1
102990,30616,2
110279,10023,2
110279,15238,3
110284,10023,5
106067,10023,2
110288,10023,6
110291,10023,2
110293,10023,7
110294,10023,2
129621,30617,3
117649,10023,2
110298,10023,1
110302,10023,2
110304,10023,2
110312,10023,6
110318,10023,2
110320,10023,2
129624,30618,2
110312,10023,2
129625,30619,3
107988,10023,2
110329,10023,7
129630,30620,2
110336,10023,2
110341,10023,2
100418,30621,1
100418,30622,3
128547,30623,6
110363,10023,6
126190,30624,3
110365,10023,2
110365,30625,3
129641,30626,3
108116,10023,2
110367,10023,2
110369,10023,2
100418,30627,3
110374,10023,2
129647,30628,3
110235,10023,2
122532,30629,1
110379,10023,2
110380,10023,2
100418,30630,3
109223,10023,2
110394,10023,2
129656,30631,3
110398,10023,2
129658,30632,8
123383,30633,3
129662,30634,8
110406,10023,6
129666,30635,3
110415,10023,2
129577,30636,3
110421,10023,2
110423,10023,2
110431,10023,2
105956,10023,2
110099,10023,2
110440,10023,2
110443,10023,2
101861,30637,2
116689,10023,2
110445,10023,2
101844,30637,2
109776,10023,2
100418,30637,2
109778,30638,2
100418,30639,3
100418,30640,3
128547,30641,6
119791,30642,2
120826,30643,3
107072,10023,6
110450,10023,2
110451,10023,2
110455,10023,1
110456,10023,1
106904,10023,6
110462,10023,2
110472,10023,2
110477,10023,2
110478,10023,2
109778,30644,2
110481,10023,2
110481,30645,6
110487,10023,2
110498,10023,2
110499,10023,1
129682,30646,6
129682,30647,3
129682,30648,1
124275,30649,3
124275,15133,3
110501,10023,2
100418,30650,3
110503,10023,2
110503,17624,3
118887,30651,3
110504,10023,2
110504,10023,1
110510,10023,2
110524,10023,2
110525,10023,2
123782,10023,2
110528,10023,2
105733,10023,6
110537,10023,2
110539,10023,6
110546,10023,1
110546,30652,3
110547,10023,2
110548,10023,2
129687,30653,3
100418,30654,3
100418,30655,3
110549,10023,2
110530,10023,2
110530,10641,2
129691,30656,6
110553,10023,2
129694,30657,3
110555,10023,2
100418,30658,3
100418,30659,3
107334,10023,2
110559,10023,2
109126,10023,2
109340,10023,6
100418,30660,3
109587,10023,6
129700,30661,5
110564,10023,6
110573,10023,2
100418,30662,3
110575,10023,2
110575,30663,2
106049,10023,1
110605,10023,1
110609,10023,2
109237,10023,2
110616,10023,1
115978,30664,3
121235,30665,6
100418,30666,3
100418,30667,7
101861,30668,3
110624,10023,2
110625,10023,2
110628,10023,2
110633,10023,6
129709,30669,2
100418,30670,3
110637,10023,2
110637,14644,3
118871,30671,3
129711,30672,2
129538,30673,3
123641,30674,3
123641,14644,3
110640,10023,2
129723,30675,3
110643,10023,2
110643,10023,3
116195,30676,2
110645,10023,2
129726,30677,2
110654,10023,2
101844,30677,2
120086,30677,2
120086,30678,3
120086,30679,3
110665,10023,6
110665,30680,3
110665,20371,3
110667,10023,1
110668,10023,1
115084,30681,3
110670,10023,1
109776,10023,6
110671,10023,5
110676,10023,2
110678,10023,2
110679,10023,2
110684,10023,2
110688,10023,6
101984,30682,2
100418,30683,3
118871,30684,3
110694,10023,6
110704,10023,2
117233,30685,3
110711,10023,7
115901,30686,2
100418,30686,2
110711,10023,6
110711,10023,2
110724,10023,2
100418,30687,3
129614,30688,3
116179,30688,3
129745,30689,3
120827,30690,3
120827,10006,3
100418,30690,3
117289,30691,3
110730,10023,6
110732,10023,2
110733,10023,2
110733,20371,3
116105,30692,3
128140,30693,3
129757,30694,3
129760,30695,3
110739,10023,6
110741,10023,2
110741,10006,3
116347,30696,3
100418,21887,7
110743,10023,2
110744,10023,2
110750,10023,2
110752,10023,6
110779,10023,1
110789,10023,6
110789,10006,3
110790,10023,2
110815,10023,2
110818,10023,2
129764,30697,3
129764,30698,3
110819,10023,2
110819,30699,3
107314,10023,2
107314,30700,7
107314,30701,7
110821,10023,2
110823,10023,6
125999,30702,7
100418,30703,3
100418,30704,1
107767,10023,2
116673,30705,2
110842,10023,1
129780,30706,3
110845,10023,2
117253,30707,3
129187,30708,2
129788,30709,1
100418,30710,3
110850,10023,6
110858,10023,1
110859,10023,6
100418,30711,3
110860,10023,2
116514,30712,2
129187,30713,2
131554,30713,6
129797,30714,8
110862,10023,2
110862,18227,2
110863,10023,2
110865,10023,2
116439,10023,2
100418,30714,2
110869,10023,6
105757,10023,6
129799,30715,2
110877,10023,2
122662,30716,3
107400,10023,2
115901,30717,2
110887,10023,2
110888,10023,2
129809,30718,7
100418,30719,3
105778,10023,2
105778,30720,3
129816,30721,3
107914,10023,6
129821,30722,5
124841,30723,3
116636,30724,2
110901,10023,2
120465,30725,3
118887,30726,3
129827,30727,3
120270,30728,3
120270,30729,2
110905,10023,6
110906,10023,1
100418,30730,3
100418,30731,3
100418,30732,3
100418,30733,3
100418,30734,3
129845,30735,3
100418,30736,3
100418,30737,3
100418,30738,1
100418,30739,3
110914,10023,2
110914,30740,3
110924,10023,2
102531,10023,6
121599,30741,2
110898,10023,2
110933,10023,2
110935,10023,6
106698,10023,2
129862,30742,7
129863,30743,3
101861,30745,3
129866,30746,3
127601,30747,2
127601,30748,3
124841,30749,3
127601,30750,2
110949,10023,2
110949,30751,3
118871,30752,3
129877,30753,2
105872,10023,3
105872,30754,3
116166,30755,3
110966,10023,2
110966,30756,2
106075,10023,4
108184,10023,6
117009,30757,2
100418,30758,2
123298,30759,3
123298,30760,2
123298,12572,3
129896,30761,3
129899,30762,7
103683,30763,2
110984,10023,2
110989,10023,6
129908,30764,2
110992,10023,2
